1 3 0	1 -1 0	-2 -1 0	
1.03250280191178 2.70804500620606 0	1.07759723333138 -0.673692614697927 0	-2.12137364313023 -1.18891798628483 0	
1.03253526845731 2.70688582307823 0	1.07802280997187 -0.672914635901614 0	-2.12192996383999 -1.18902107243433 0	
1.03256537803113 2.7057126073189 0	1.07843890138456 -0.672131608794273 0	-2.12247266028623 -1.18911994449901 0	
1.03259313097405 2.70452534628211 0	1.07884551330087 -0.671343526866679 0	-2.12300173988884 -1.18921460113091 0	
1.03261852758741 2.70332402714577 0	1.07924265132696 -0.670550383552693 0	-2.12351720988149 -1.18930504092114 0	
1.03264156813297 2.70210863691083 0	1.07963032094418 -0.669752172228778 0	-2.12401907731221 -1.18939126239982 0	
1.03266225283284 2.70087916240034 0	1.08000852750968 -0.668948886213504 0	-2.12450734904399 -1.18947326403604 0	
1.03268058186946 2.69963559025869 0	1.08037727625681 -0.668140518767062 0	-2.12498203175537 -1.18955104423784 0	
1.03269655538545 2.69837790695058 0	1.08073657229564 -0.667327063090789 0	-2.1254431319409 -1.1896246013521 0	
1.03271017348357 2.69710609876021 0	1.08108642061344 -0.666508512326623 0	-2.12589065591175 -1.18969393366455 0	
1.03272143622661 2.69582015179033 0	1.08142682607516 -0.665684859556637 0	-2.12632460979619 -1.18975903939963 0	
1.03273034363732 2.69452005196126 0	1.08175779342387 -0.664856097802508 0	-2.12674499954011 -1.18981991672048 0	
1.03273689569828 2.69320578500995 0	1.08207932728119 -0.664022220025004 0	-2.12715183090748 -1.18987656372887 0	
1.03274109235183 2.69187733648906 0	1.08239143214778 -0.663183219123482 0	-2.12754510948089 -1.1899289784651 0	
1.03274293349995 2.69053469176589 0	1.08269411240373 -0.662339087935344 0	-2.12792484066195 -1.18997715890791 0	
1.03274241900418 2.68917783602149 0	1.08298737230899 -0.66148981923551 0	-2.12829102967173 -1.19002110297441 0	
1.03273954868549 2.68780675424957 0	1.08327121600381 -0.660635405735894 0	-2.12864368155123 -1.19006080851999 0	
1.03273432232416 2.68642143125549 0	1.08354564750908 -0.659775840084858 0	-2.12898280116183 -1.19009627333823 0	
1.03272673965968 2.6850218516552 0	1.08381067072683 -0.658911114866648 0	-2.12930839318565 -1.19012749516077 0	
1.03271680039062 2.68360799987419 0	1.0840662894405 -0.658041222600883 0	-2.12962046212596 -1.19015447165723 0	
1.03270450417452 2.68217986014648 0	1.08431250731542 -0.657166155741961 0	-2.12991901230753 -1.1901772004351 0	
1.03268985062773 2.68073741651342 0	1.08454932789911 -0.656285906678518 0	-2.13020404787708 -1.19019567903962 0	
1.03267283932533 2.67928065282267 0	1.08477675462169 -0.655400467732842 0	-2.1304755728035 -1.19020990495364 0	
1.03265346980093 2.67780955272699 0	1.0849947907962 -0.65450983116032 0	-2.13073359087835 -1.19021987559753 0	
1.03263174154658 2.67632409968322 0	1.085203439619 -0.653613989148844 0	-2.13097810571609 -1.19022558832904 0	
1.03260765401261 2.67482427695102 0	1.08540270417001 -0.65271293381823 0	-2.13120912075437 -1.19022704044315 0	
1.03258120660747 2.67331006759171 0	1.08559258741316 -0.651806657219614 0	-2.13142663925446 -1.19022422917194 0	
1.03255239869761 2.67178145446715 0	1.08577309219662 -0.650895151334872 0	-2.13163066430142 -1.19021715168445 0	
1.0325212296073 2.67023842023846 0	1.08594422125318 -0.649978408076003 0	-2.1318211988044 -1.19020580508653 0	
1.03248769861846 2.66868094736482 0	1.08610597720051 -0.649056419284522 0	-2.13199824549695 -1.19019018642066 0	
1.03245180497052 2.66710901810224 0	1.0862583625415 -0.648129176730827 0	-2.13216180693724 -1.19017029266583 0	
1.03241354786023 2.66552261450225 0	1.08640137966451 -0.647196672113597 0	-2.13231188550829 -1.19014612073739 0	
1.03237292644154 2.66392171841071 0	1.08653503084369 -0.646258897059149 0	-2.13244848341827 -1.19011766748679 0	
1.03232993982534 2.6623063114664 0	1.08665931823926 -0.645315843120784 0	-2.13257160270057 -1.19008492970152 0	
1.03228458707933 2.6606763750998 0	1.08677424389773 -0.644367501778164 0	-2.13268124521415 -1.19004790410485 0	
1.03223686722782 2.6590318905317 0	1.08687980975222 -0.643413864436643 0	-2.13277741264366 -1.19000658735566 0	
1.03218677925159 2.65737283877188 0	1.08697601762272 -0.642454922426618 0	-2.13286010649961 -1.18996097604832 0	
1.03213432208762 2.65569920061766 0	1.08706286921626 -0.641490667002844 0	-2.13292932811857 -1.18991106671239 0	
1.0320794946289 2.65401095665264 0	1.08714036612725 -0.640521089343768 0	-2.13298507866327 -1.18985685581248 0	
1.0320222957243 2.65230808724518 0	1.08720850983765 -0.639546180550835 0	-2.13302735912282 -1.18979833974805 0	
1.03196272417827 2.65059057254697 0	1.08726730171721 -0.638565931647821 0	-2.13305617031276 -1.18973551485316 0	
1.03190077875071 2.64885839249166 0	1.08731674302373 -0.637580333580107 0	-2.13307151287525 -1.18966837739633 0	
1.03183645815668 2.64711152679326 0	1.08735683490321 -0.636589377213968 0	-2.13307338727908 -1.18959692358021 0	
1.03176976106621 2.64534995494476 0	1.0873875783901 -0.635593053335875 0	-2.13306179381984 -1.18952114954148 0	
1.03170068610409 2.64357365621659 0	1.08740897440748 -0.634591352651762 0	-2.13303673261999 -1.18944105135049 0	
1.0316292318496 2.64178260965497 0	1.08742102376728 -0.633584265786279 0	-2.13299820362889 -1.18935662501113 0	
1.0315553968363 2.63997679408051 0	1.08742372717046 -0.632571783282069 0	-2.13294620662287 -1.18926786646055 0	
1.03147917955179 2.63815618808651 0	1.08741708520714 -0.631553895599004 0	-2.13288074120533 -1.18917477156888 0	
1.03140057843743 2.63632077003742 0	1.08740109835683 -0.630530593113424 0	-2.13280180680668 -1.18907733613902 0	
1.03131959188815 2.63447051806717 0	1.0873757669886 -0.629501866117383 0	-2.13270940268443 -1.1889755559064 0	
1.03123621825211 2.63260541007755 0	1.0873410913612 -0.628467704817827 0	-2.13260352792316 -1.18886942653862 0	
1.03115045583049 2.63072542373653 0	1.08729707162324 -0.627428099335855 0	-2.13248418143451 -1.18875894363532 0	
1.03106230287724 2.62883053647654 0	1.08724370781334 -0.62638303970589 0	-2.13235136195721 -1.18864410272778 0	
1.03097175759873 2.62692072549275 0	1.08718099986027 -0.62533251587488 0	-2.13220506805697 -1.18852489927871 0	
1.03087881815356 2.62499596774136 0	1.08710894758306 -0.624276517701461 0	-2.13204529812659 -1.18840132868194 0	
1.03078348265221 2.62305623993781 0	1.08702755069116 -0.623215034955164 0	-2.13187205038572 -1.18827338626214 0	
1.03068574915677 2.62110151855494 0	1.08693680878457 -0.622148057315539 0	-2.13168532288091 -1.18814106727453 0	
1.03058561568065 2.61913177982121 0	1.08683672135392 -0.621075574371313 0	-2.13148511348552 -1.18800436690451 0	
1.03048308018827 2.61714699971888 0	1.0867272877806 -0.619997575619542 0	-2.13127141989961 -1.18786328026749 0	
1.03037814059477 2.61514715398207 0	1.0866085073369 -0.618914050464727 0	-2.13104423964986 -1.1877178024084 0	
1.03027079476564 2.61313221809488 0	1.08648037918602 -0.617824988217932 0	-2.13080357008944 -1.1875679283015 0	
1.03016104051648 2.61110216728948 0	1.08634290238228 -0.616730378095887 0	-2.1305494083979 -1.18741365285 0	
1.03004887561259 2.60905697654417 0	1.0861960758711 -0.615630209220091 0	-2.13028175158103 -1.18725497088577 0	
1.02993429776873 2.60699662058133 0	1.08603989848913 -0.614524470615876 0	-2.13000059647069 -1.1870918771689 0	
1.02981730464868 2.60492107386547 0	1.08587436896435 -0.613413151211491 0	-2.12970593972469 -1.18692436638748 0	
1.02969789386498 2.60283031060114 0	1.08569948591609 -0.612296239837155 0	-2.1293977778266 -1.18675243315715 0	
1.02957606297851 2.60072430473092 0	1.08551524785514 -0.611173725224093 0	-2.12907610708555 -1.18657607202082 0	
1.02945180949819 2.59860302993328 0	1.08532165318374 -0.610045596003583 0	-2.12874092363607 -1.18639527744824 0	
1.02932513088055 2.59646645962046 0	1.08511870019572 -0.608911840705968 0	-2.12839222343782 -1.18621004383565 0	
1.02919602452943 2.5943145669363 0	1.08490638707649 -0.607772447759664 0	-2.12803000227545 -1.18602036550541 0	
1.02906448779553 2.59214732475404 0	1.08468471190311 -0.606627405490142 0	-2.12765425575829 -1.18582623670564 0	
1.02893051797608 2.58996470567417 0	1.08445367264427 -0.60547670211892 0	-2.12726497932017 -1.18562765160976 0	
1.02879411231441 2.58776668202209 0	1.08421326716042 -0.604320325762532 0	-2.1268621682191 -1.18542460431619 0	
1.02865526799955 2.58555322584584 0	1.0839634932037 -0.603158264431462 0	-2.12644581753706 -1.18521708884783 0	
1.02851398216583 2.58332430891381 0	1.08370434841802 -0.601990506029091 0	-2.12601592217969 -1.18500509915176 0	
1.0283702518925 2.58107990271237 0	1.08343583033904 -0.600817038350628 0	-2.12557247687597 -1.18478862909876 0	
1.02822407420323 2.57881997844349 0	1.08315793639422 -0.599637849082003 0	-2.12511547617798 -1.18456767248288 0	
1.02807544606573 2.57654450702231 0	1.08287066390274 -0.598452925798762 0	-2.12464491446051 -1.18434222302104 0	
1.0279243643913 2.57425345907471 0	1.08257401007561 -0.597262255964956 0	-2.12416078592079 -1.1841122743526 0	
1.02777082603438 2.57194680493476 0	1.08226797201561 -0.596065826931987 0	-2.12366308457809 -1.18387782003885 0	
1.02761482779207 2.56962451464225 0	1.08195254671724 -0.594863625937467 0	-2.12315180427342 -1.18363885356261 0	
1.02745636640374 2.56728655794012 0	1.08162773106676 -0.593655640104041 0	-2.12262693866909 -1.18339536832779 0	
1.02729543855045 2.56493290427182 0	1.08129352184217 -0.592441856438205 0	-2.12208848124841 -1.18314735765886 0	
1.02713204085456 2.56256352277867 0	1.08094991571314 -0.591222261829088 0	-2.12153642531521 -1.18289481480041 0	
1.02696616987919 2.56017838229728 0	1.08059690924101 -0.589996843047252 0	-2.12097076399353 -1.18263773291667 0	
1.02679782212774 2.55777745135669 0	1.08023449887876 -0.58876558674344 0	-2.12039149022713 -1.182376105091 0	
1.02662699404337 2.55536069817569 0	1.07986268097093 -0.58752847944733 0	-2.11979859677907 -1.18210992432539 0	
1.02645368200849 2.55292809066005 0	1.07948145175362 -0.586285507566255 0	-2.11919207623129 -1.18183918354001 0	
1.02627788234423 2.55047959639959 0	1.07909080735441 -0.585036657383898 0	-2.1185719209841 -1.18156387557262 0	
1.0260995913099 2.54801518266541 0	1.07869074379233 -0.583781915059017 0	-2.11793812325575 -1.18128399317809 0	
1.02591880510247 2.54553481640687 0	1.07828125697775 -0.582521266624079 0	-2.11729067508198 -1.18099952902786 0	
1.02573551985597 2.54303846424867 0	1.07786234271238 -0.581254697983932 0	-2.1166295683154 -1.18071047570939 0	
1.02554973164096 2.54052609248785 0	1.07743399668916 -0.579982194914431 0	-2.11595479462513 -1.18041682572566 0	
1.02536143646394 2.53799766709069 0	1.07699621449218 -0.578703743061046 0	-2.11526634549615 -1.18011857149454 0	
1.02517063026674 2.53545315368968 0	1.07654899159665 -0.577419327937447 0	-2.11456421222885 -1.17981570534828 0	
1.02497730892598 2.5328925175803 0	1.07609232336876 -0.576128934924094 0	-2.11384838593843 -1.17950821953293 0	
1.02478146825241 2.53031572371787 0	1.07562620506563 -0.574832549266769 0	-2.11311885755433 -1.17919610620776 0	
1.02458310399031 2.52772273671429 0	1.07515063183518 -0.573530156075112 0	-2.11237561781971 -1.17887935744465 0	
1.02438221181685 2.52511352083476 0	1.0746655987161 -0.572221740321108 0	-2.11161865729079 -1.17855796522751 0	
1.0241787873415 2.52248803999447 0	1.07417110063768 -0.570907286837597 0	-2.11084796633626 -1.17823192145168 0	
1.02397282610528 2.51984625775514 0	1.07366713241976 -0.569586780316717 0	-2.11006353513668 -1.17790121792328 0	
1.02376432358017 2.51718813732164 0	1.07315368877256 -0.568260205308341 0	-2.10926535368385 -1.17756584635863 0	
1.02355327516841 2.51451364153848 0	1.07263076429665 -0.566927546218488 0	-2.10845341178014 -1.17722579838356 0	
1.02333967620183 2.51182273288622 0	1.07209835348274 -0.565588787307724 0	-2.10762769903785 -1.17688106553283 0	
1.02312352194111 2.50911537347799 0	1.07155645071167 -0.564243912689518 0	-2.10678820487848 -1.17653163924942 0	
1.02290480757509 2.5063915250557 0	1.07100505025417 -0.562892906328565 0	-2.10593491853211 -1.17617751088389 0	
1.02268352822005 2.50365114898641 0	1.07044414627082 -0.561535752039134 0	-2.10506782903664 -1.17581867169371 0	
1.02245967891895 2.50089420625852 0	1.06987373281186 -0.560172433483319 0	-2.10418692523712 -1.17545511284255 0	
1.02223325464067 2.498120657478 0	1.06929380381709 -0.558802934169329 0	-2.10329219578496 -1.17508682539963 0	
1.0220042502793 2.49533046286444 0	1.06870435311573 -0.557427237449707 0	-2.10238362913723 -1.17471380033897 0	
1.02177266065326 2.49252358224715 0	1.06810537442624 -0.556045326519535 0	-2.10146121355586 -1.17433602853873 0	
1.0215384805046 2.48969997506117 0	1.06749686135624 -0.55465718441461 0	-2.10052493710686 -1.17395350078041 0	
1.02130170449813 2.48685960034314 0	1.06687880740228 -0.553262794009594 0	-2.09957478765956 -1.17356620774816 0	
1.02106232722061 2.48400241672724 0	1.06625120594975 -0.551862138016144 0	-2.09861075288576 -1.17317414002805 0	
1.02082034317991 2.48112838244097 0	1.06561405027269 -0.550455198980989 0	-2.09763282025892 -1.17277728810729 0	
1.02057574680418 2.47823745530082 0	1.06496733353366 -0.549041959283993 0	-2.09664097705334 -1.17237564237344 0	
1.02032853244093 2.47532959270812 0	1.06431104878354 -0.547622401136191 0	-2.09563521034326 -1.17196919311366 0	
1.02007869435618 2.47240475164446 0	1.06364518896138 -0.546196506577773 0	-2.09461550700202 -1.17155793051392 0	
1.01982622673355 2.4694628886673 0	1.06296974689425 -0.544764257476056 0	-2.09358185370115 -1.17114184465818 0	
1.01957112367329 2.46650395990542 0	1.06228471529706 -0.543325635523405 0	-2.09253423690948 -1.1707209255276 0	
1.01931337919145 2.4635279210544 0	1.06159008677234 -0.541880622235147 0	-2.09147264289221 -1.17029516299966 0	
1.01905298721881 2.46053472737182 0	1.06088585381015 -0.540429198947425 0	-2.09039705770999 -1.16986454684738 0	
1.01878994159997 2.45752433367258 0	1.0601720087878 -0.538971346815025 0	-2.08930746721795 -1.16942906673845 0	
1.01852423609235 2.45449669432401 0	1.05944854396978 -0.537507046809168 0	-2.0882038570647 -1.16898871223435 0	
1.01825586436517 2.45145176324103 0	1.05871545150745 -0.536036279715275 0	-2.08708621269142 -1.16854347278949 0	
1.01798481999844 2.44838949388113 0	1.05797272343896 -0.534559026130666 0	-2.08595451933077 -1.16809333775033 0	
1.01771109648189 2.44530983923928 0	1.05722035168902 -0.533075266462271 0	-2.08480876200592 -1.16763829635445 0	
1.01743468721392 2.44221275184284 0	1.05645832806866 -0.531584980924245 0	-2.08364892552952 -1.16717833772966 0	
1.0171555855005 2.43909818374629 0	1.05568664427514 -0.530088149535583 0	-2.08247499450256 -1.16671345089307 0	
1.01687378455407 2.43596608652587 0	1.05490529189168 -0.528584752117683 0	-2.08128695331342 -1.16624362475012 0	
1.01658927749242 2.43281641127424 0	1.05411426238725 -0.527074768291862 0	-2.08008478613667 -1.16576884809367 0	
1.01630205733752 2.42964910859496 0	1.05331354711646 -0.525558177476846 0	-2.07886847693203 -1.16528910960299 0	
1.01601211701438 2.42646412859694 0	1.05250313731925 -0.524034958886188 0	-2.07763800944316 -1.1648043978428 0	
1.0157194493498 2.42326142088871 0	1.05168302412078 -0.522505091525674 0	-2.07639336719664 -1.16431470126227 0	
1.01542404707122 2.42004093457267 0	1.05085319853117 -0.520968554190666 0	-2.0751345335007 -1.163820008194 0	
1.01512590280542 2.41680261823923 0	1.05001365144531 -0.519425325463408 0	-2.07386149144406 -1.16332030685299 0	
1.01482500907732 2.41354641996085 0	1.04916437364269 -0.517875383710284 0	-2.07257422389472 -1.16281558533561 0	
1.01452135830862 2.41027228728595 0	1.04830535578713 -0.51631870707901 0	-2.07127271349875 -1.16230583161854 0	
1.01421494281654 2.40698016723278 0	1.04743658842665 -0.514755273495805 0	-2.06995694267908 -1.16179103355766 0	
1.01390575481247 2.4036700062831 0	1.04655806199318 -0.513185060662505 0	-2.06862689363421 -1.16127117888705 0	
1.01359378640059 2.40034175037592 0	1.04566976680244 -0.511608046053606 0	-2.06728254833688 -1.16074625521778 0	
1.01327902957649 2.39699534490085 0	1.04477169305365 -0.510024206913285 0	-2.06592388853284 -1.16021625003689 0	
1.01296147622577 2.39363073469161 0	1.0438638308294 -0.508433520252341 0	-2.06455089573948 -1.15968115070615 0	
1.01264111812255 2.39024786401932 0	1.04294617009538 -0.506835962845105 0	-2.06316355124455 -1.15914094446098 0	
1.01231794692803 2.38684667658564 0	1.04201870070022 -0.505231511226282 0	-2.06176183610471 -1.15859561840925 0	
1.011991954189 2.38342711551587 0	1.04108141237527 -0.503620141687726 0	-2.06034573114425 -1.15804515953013 0	
1.01166313133627 2.37998912335189 0	1.04013429473438 -0.502001830275186 0	-2.05891521695358 -1.15748955467282 0	
1.01133146968311 2.3765326420449 0	1.03917733727369 -0.500376552784963 0	-2.05747027388787 -1.15692879055536 0	
1.01099696042369 2.37305761294824 0	1.0382105293715 -0.498744284760527 0	-2.05601088206558 -1.15636285376341 0	
1.01065959463142 2.36956397680985 0	1.03723386028797 -0.497105001489064 0	-2.05453702136698 -1.15579173074895 0	
1.0103193632573 2.3660516737648 0	1.036247319165 -0.495458677997958 0	-2.0530486714327 -1.15521540782903 0	
1.00997625712827 2.36252064332747 0	1.03525089502598 -0.493805289051213 0	-2.05154581166215 -1.15463387118447 0	
1.0096302669454 2.35897082438383 0	1.03424457677563 -0.4921448091458 0	-2.05002842121208 -1.15404710685851 0	
1.0092813832822 2.35540215518346 0	1.03322835319979 -0.490477212507957 0	-2.04849647899489 -1.15345510075554 0	
1.00892959658279 2.35181457333135 0	1.03220221296525 -0.488802473089392 0	-2.04694996367714 -1.15285783863966 0	
